"country","district","segment","lid","official_value","official_price"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05270000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05280000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05280001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05290000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05290001","7300","1500"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05290002","7300","1500"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05290003","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05290004","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05290005","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05290006","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05290007","3507","709"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05300000","7300","1500"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05300001","7300","1500"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05300002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05300003","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05310000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05310001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05310002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05320000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05320001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05320002","7300","1500"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05330000","7300","1500"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05330001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05340000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05340001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05340002","7300","1500"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05350000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05360000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05360001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05360002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05370000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05370001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05370002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05380000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05390000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05400000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05400001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05410000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05410001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05410002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05430000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05440000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05440001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05440002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05440003","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05440004","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05440005","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05450000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05450001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05450002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05450003","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05450004","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05450005","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05490000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05490001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05510000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05520000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05530000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05540000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05550000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05550001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05550002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05560000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05560001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05570000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05580000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05580001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05590000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05600000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05610000","6100","1200"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05610001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05620000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05620001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05630000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05640000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05650000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05650001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05660000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05670000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05700000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05730000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05740000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05770000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05790000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05800000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05810000","6100","1200"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05840000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05860000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05860001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05860002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05860003","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05860004","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05880000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05890000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05890001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05900000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05900001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05910000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05920000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05920001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05920002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05930000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05960000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05980000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","05980001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06030000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06030001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06030002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06050000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06050001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06060000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06060001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06080000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06080003","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06080004","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06090000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06090002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06100000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06110000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06110001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06120000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06120001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06120002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06120003","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06130000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06140000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06150000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06160000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06170000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06180000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06200000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06200001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06210000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06220000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06230000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06250000","6100","1200"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06250001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06270000","6100","1200"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06270001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06270002","6100","1200"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06270003","6100","1200"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06270004","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06290000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06290001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06290002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06290003","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06300000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06300001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06300002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06310000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06320000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06330000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06340000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06340001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06350000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06360000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06380000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06390000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06400000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06410000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06420000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06430000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06430001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06440000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06450000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06460000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06460001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06460002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06460003","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06460004","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06470000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06480000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06480001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06480002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06480003","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06480004","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06480005","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06480006","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06480007","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06480008","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06480009","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06480010","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06530000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06530001","6100","1200"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06530002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06530003","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06530004","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06530005","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06560000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06560001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06560002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06590000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06610001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06610002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06610003","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06620000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06620001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06630000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06630001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06650000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06650001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06650002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06650003","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06650004","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06650005","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06650006","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06650007","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06650008","8000","1600"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06660000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06660001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06660002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06660003","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06660004","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06670000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06670001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06670002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06710000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06710001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06740000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06740001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06740002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06760000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06760002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06760003","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06790000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06790001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06790002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06790003","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06790004","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06790005","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06790006","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06790007","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06790008","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06790009","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06790010","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06790011","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06790012","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06790013","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06790014","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06790015","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06790016","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06790017","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06790018","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06860000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06860001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06860005","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06860006","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06880000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06880001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06890000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06900000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06940000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06940001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06950000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06960000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","06970000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07000000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07000001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07050000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07050001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07050002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07050003","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07060000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07070000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07080000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07100000","6100","1200"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07100001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07110000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07110001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07120000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07130000","6100","1200"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07140000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07150000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07160000","6100","1200"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07170000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07180000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07180001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07190000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07200000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07200001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07200002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07210000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07220000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07220001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07240000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07240001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07260000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07260001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07260002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07280000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07280001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07280002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07310000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07320000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07330000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07330001","6100","1200"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07340000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07350000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07370000","6100","1200"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07380000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07380001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07380002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07400001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07400002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07410000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07420000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07420002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07420003","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07420004","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07420005","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07420006","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07420007","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07420008","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07430000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07430001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07430002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07440000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07440001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07440002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07470000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07480000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07480001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07500000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07510000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07520000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07530000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07530001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07530002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07530003","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07540000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07550000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07560000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07570000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07580000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07590000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07590001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07590002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07590003","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07590005","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07590006","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07590008","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07590009","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07590010","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07590011","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07590012","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07590013","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07590014","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07610000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07610001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07620003","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07650000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07650001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07670000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07680000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07690000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07700000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07710000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07720000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07730000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07800001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07830000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07870000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07870001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07870002","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07880000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07880001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07890000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07890001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07930000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07930001","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07960000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","07970000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","08040000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","08050000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","08060000","6100","1200"
"新北市","林口區","瑞樹坑段瑞樹坑小段","08070000","2600","520"
"新北市","林口區","瑞樹坑段瑞樹坑小段","08070001","6100","1200"
